,lat,lon,pressure,temperature,humidity
2023-01-01,55.74914332857143,37.64986401142857,70450.32997510963,5.071986869481447,
2023-01-02,55.74914332857143,37.64986401142857,71086.86182197942,1.7810332179282493,
2023-01-03,55.74914332857143,37.649864011428576,70512.33151000283,2.091598650834395,
2023-01-04,55.74914332857143,37.64986401142857,70813.06593545711,-0.7094574569456588,
2023-01-05,55.74914332857143,37.64986401142857,69480.84667753264,-9.864938058820895,
2023-01-06,55.74914332857143,37.64986401142857,65777.78195342569,-35.053384318785255,
2023-01-07,55.74914332857143,37.64986401142857,66320.42557626887,-34.35981083750649,
2023-01-08,55.74914332857143,37.64986401142857,66470.88363248679,-30.160259982674347,
2023-01-09,55.74914332857143,37.64986401142857,66711.61810670911,-33.88654299100305,
2023-01-10,55.74914332857143,37.64986401142857,66829.84112991525,-30.763173552215584,
2023-01-11,55.74914332857143,37.649864011428576,66616.56667362998,-27.483813351872836,
2023-01-12,55.74914332857143,37.64986401142857,66213.00895958119,-24.887519970685013,
2023-01-13,55.74914332857143,37.649864011428576,66013.46376007942,-23.017387482672714,
2023-01-14,55.74914332857143,37.649864011428576,66003.63645411692,-21.194441287365724,
2023-01-15,55.753250412499995,37.63463101,70169.40330660052,-18.53981329923537,
2023-01-16,55.75325041249999,37.63463101000001,69858.20359778628,-19.613875469329002,
2023-01-17,55.75325041249999,37.63463101000001,70633.59757495782,-14.085710880688652,
2023-01-18,55.75325041249999,37.63463101000001,72857.79331352154,-5.355314890458655,
2023-01-19,55.753250412499995,37.63463101,74796.00024241449,2.661380030013683,
2023-01-20,55.753250412499995,37.63463101000001,75161.33479893621,4.186355376235355,
2023-01-21,55.7532504125,37.63463101,75933.75725628907,-0.6813861574132096,
2023-01-22,55.753250412499995,37.63463101,76325.05098069538,-0.9543860170704006,
2023-01-23,55.753250412499995,37.63463101,76604.05729074616,-0.6855216390113361,
2023-01-24,55.753250412499995,37.63463101,76203.7583284381,0.9222439883699587,
2023-01-25,55.753250412499995,37.63463101,75690.66195342092,0.4544266686404644,
2023-01-26,55.753250412499995,37.63463101,75163.14019480956,-0.26468949723986573,
2023-01-27,55.7508576142857,37.640721154285714,71566.99463940447,-0.00876863421991571,
2023-01-28,55.750857614285714,37.640721154285714,71694.9146566663,0.10318572362124426,
2023-01-29,55.7508576142857,37.64072115428572,71021.67284324187,-0.1818319655372794,
2023-01-30,55.75325041249999,37.63463101,73572.87387796462,-0.04205590738885537,
2023-02-01,55.75325041249999,37.63463101000001,73931.71583788053,1.735016049486365,
2023-02-02,55.75325041249999,37.63463101,74159.5182855714,1.0831570945450588,
2023-02-03,55.75325041249999,37.63463101,74272.69679506311,1.9528323936886114,
2023-02-04,55.753250412499995,37.63463101,74787.74901319103,2.371163110551599,
2023-02-05,55.7508576142857,37.640721154285714,71971.28955448784,0.5968913574086753,
2023-02-06,55.7508576142857,37.640721154285714,72312.27934364116,-2.195002564339054,
2023-02-07,55.7508576142857,37.640721154285714,72908.35666047475,-2.9933688110960293,
2023-02-08,55.7508576142857,37.640721154285714,72825.51032353363,-1.6946564155933252,
2023-02-09,55.7508576142857,37.64072115428571,72395.74106250342,0.9372021830964617,
2023-02-10,55.750857614285714,37.64072115428572,71436.36155261728,0.28129751100219647,
2023-02-11,55.750857614285714,37.640721154285714,70783.3315598492,-0.2143440158524874,
2023-02-12,55.7508576142857,37.640721154285714,71163.34747661262,-2.4246422103850276,
2023-02-13,55.7508576142857,37.640721154285714,70812.29889401882,-0.08553845174745767,
2023-02-14,55.7508576142857,37.640721154285714,70910.48386511339,1.9895982153642329,
2023-02-15,55.7508576142857,37.640721154285714,71732.52372890567,-0.5090858539736799,
2023-02-16,55.750857614285714,37.640721154285714,71876.35583142508,-2.195398146512793,
2023-02-17,55.750857614285714,37.640721154285714,71691.58572233225,-3.238693860202621,
2023-02-18,55.750857614285714,37.640721154285714,70659.99781690193,-4.62047508950036,
2023-02-19,55.750857614285714,37.640721154285714,69913.20205736166,-4.117562244233509,
2023-02-20,55.750857614285714,37.640721154285714,69839.40978113361,-4.318447405902152,
2023-02-21,55.7508576142857,37.64072115428571,69862.14209712276,-8.125855985137322,
2023-02-22,55.750857614285714,37.640721154285714,70825.39562598143,-9.476127524825241,
2023-02-23,55.7508576142857,37.64072115428572,71281.46286547549,-5.923029415803563,
2023-02-24,55.7508576142857,37.64072115428572,70407.52489607067,-2.8637093188453204,
2023-02-25,55.750857614285714,37.640721154285714,69851.05135256989,2.414099099542617,
2023-02-26,55.76149521666667,37.62211868,65270.34532041799,2.274031339410914,
2023-02-27,55.76149521666665,37.62211868000001,66584.59833157233,-1.5041971756522863,
2023-03-01,55.750857614285714,37.640721154285714,70750.66932734377,-0.9537110672038122,
2023-03-02,55.750857614285714,37.64072115428571,70630.02662472377,-0.10759878948410254,
2023-03-03,55.750857614285714,37.640721154285714,70151.6725193314,2.011371373513133,75.80112940200799
2023-03-04,55.750857614285714,37.640721154285714,69543.37349556583,1.548420962956921,78.265257170269
2023-03-05,55.750857614285714,37.640721154285714,69531.11643615166,0.4440938079662589,77.57142880148436
2023-03-06,55.750857614285714,37.640721154285714,70088.18347589285,0.36732054337641534,74.9560737478948
2023-03-07,55.750857614285714,37.640721154285714,70344.44538287896,0.535337921591935,71.07409376198629
2023-03-08,55.750857614285714,37.64072115428571,70119.84139599543,-0.6327858504558793,78.21846261580525
2023-03-09,55.750857614285714,37.64072115428571,69981.43884241814,0.04821023096654102,
2023-03-10,55.750857614285714,37.640721154285714,70562.53514853364,-1.6025506964362008,
2023-03-11,55.750857614285714,37.640721154285714,70482.66093936824,-1.5385806456294524,
2023-03-12,55.750857614285714,37.640721154285714,69451.01310850125,2.5034721762530707,
2023-03-13,55.750857614285714,37.640721154285714,70881.5617993326,-0.06892296470874588,
2023-03-14,55.750857614285714,37.64072115428571,70777.85553438154,4.733624997944169,
2023-03-15,55.750857614285714,37.640721154285714,70953.6861008519,7.896653887695128,
2023-03-16,55.750857614285714,37.64072115428571,71103.35908173757,5.5926487277123496,
2023-03-17,55.750857614285714,37.64072115428571,71956.17495980581,5.703078763305491,
