,lat,lon,pressure,temperature,humidity
2023-01-01,55.707999999999984,37.477999999999994,98258.5421194605,4.6782466281310215,77.15551059730251
2023-01-02,55.707999999999984,37.477999999999994,99175.9288824663,1.824816955684007,59.82678227360309
2023-01-03,55.70799999999998,37.478,98333.79409900989,1.7974653465346535,71.02465346534653
2023-01-04,55.70799999999998,37.477999999999994,98790.95870300752,-0.9873308270676692,65.56943609022557
2023-01-05,55.70799999999998,37.477999999999994,98434.78103174604,-4.587896825396826,58.014067460317456
2023-01-06,55.70799999999998,37.477999999999994,99630.13984344422,-15.469980430528375,45.52240704500978
2023-01-07,55.707999999999984,37.478,100589.38851926978,-15.280101419878296,45.79300202839757
2023-01-08,55.707999999999984,37.478,100853.67747714807,-12.527568555758684,49.75460694698354
2023-01-09,55.70799999999998,37.477999999999994,101191.05463178294,-13.532674418604651,50.97488372093024
2023-01-10,55.707999999999984,37.477999999999994,101401.13260628465,-11.258022181146027,46.985452865064694
2023-01-11,55.70799999999998,37.477999999999994,101058.20823770491,-8.316782786885245,43.901659836065576
2023-01-12,55.70799999999998,37.477999999999994,100374.14499999999,-4.7912992125984255,50.27114173228346
2023-01-13,55.707999999999984,37.477999999999994,100045.81649903287,-3.315996131528047,61.5466924564797
2023-01-14,55.70799999999998,37.477999999999994,100023.61504690432,-1.1662101313320823,65.2143339587242
2023-01-15,55.70799999999998,37.478,99847.77539347409,-0.9277351247600768,61.83802303262956
2023-01-16,55.70799999999998,37.477999999999994,99299.61007874017,-2.2607874015748033,65.1732283464567
2023-01-17,55.707999999999984,37.477999999999994,99187.57774066797,0.9668762278978389,66.86449901768172
2023-01-18,55.70799999999998,37.478,99230.35910646387,1.5774524714828897,66.09249049429658
2023-01-19,55.707999999999984,37.478,99311.29343692871,2.735831809872029,75.18065813528337
2023-01-20,55.70799999999998,37.478,99629.48917333332,4.746613333333333,63.45642666666667
2023-02-07,55.70799999999997,37.478,101805.4581792717,-3.198207282913166,51.164173669467786
2023-02-08,55.70799999999998,37.477999999999994,101555.45099426387,-2.0096749521988526,56.14864244741874
2023-02-09,55.70799999999998,37.477999999999994,100955.83101532568,1.179616858237548,58.53038314176246
2023-02-10,55.70799999999998,37.478,99606.1262197393,0.4672811918063315,52.472234636871505
2023-02-11,55.70799999999998,37.478,98695.47619961613,-0.3371017274472169,62.33547024952016
2023-02-12,55.70799999999998,37.478,99252.82623762377,-1.3428910891089108,55.12807920792079
2023-02-13,55.70799999999998,37.477999999999994,98760.84953441296,-0.16408906882591082,65.93042510121457
2023-02-14,55.70799999999998,37.477999999999994,98890.57677669903,3.108660194174757,59.13609708737864
2023-02-15,55.70799999999998,37.478,100030.75205338807,0.23141683778234085,50.670082135523614
2023-02-16,55.70799999999998,37.478,100208.19387159533,-0.801887159533074,49.77638132295719
2023-02-17,55.707999999999984,37.478,99939.70700000001,-3.6060370370370376,54.09842592592592
2023-02-18,55.70799999999998,37.478,98477.64822957198,-3.814474708171206,53.2279766536965
2023-02-19,55.70799999999998,37.477999999999994,97435.7640917782,-3.5672657743785847,56.331873804971316
2023-02-20,55.70799999999998,37.477999999999994,97343.42648183556,-2.3018355640535373,51.3525430210325
2023-02-21,55.70799999999998,37.477999999999994,97362.89960238569,-4.305566600397614,41.69151093439364
2023-02-22,55.707999999999984,37.477999999999994,98743.79535783366,-7.254429400386847,41.14355899419729
2023-02-23,55.70799999999998,37.477999999999994,99385.73167619048,-4.630171428571429,41.3560380952381
2023-02-24,55.707999999999984,37.477999999999994,98137.55138728324,-2.9467244701348747,55.484951830443165
2023-02-25,55.70799999999997,37.478,97358.41619246862,2.703012552301255,65.52966527196652
2023-02-26,55.707999999999984,37.477999999999994,97498.48709486167,1.5496047430830038,61.059288537549406
2023-02-27,55.707999999999984,37.478,99478.24738791422,-2.2812085769980506,56.20575048732944
2023-03-01,55.707999999999984,37.478,98665.29962192816,-0.6399810964083174,47.42132325141777
2023-03-02,55.70799999999998,37.478,98502.47694545455,-0.5081636363636364,55.982
2023-03-03,55.70799999999997,37.478,97833.88400485435,1.300995145631068,63.296601941747575
2023-03-04,55.70799999999998,37.478,96959.92252302027,1.2337937384898712,63.19795580110498
2023-03-05,55.707999999999984,37.478,96962.69666055046,0.04519266055045871,61.03678899082569
2023-03-06,55.70799999999998,37.478,97730.54787193974,0.06683615819209046,57.619077212806026
2023-03-07,55.70799999999998,37.477999999999994,98085.05262135921,0.8133980582524276,53.24873786407767
2023-03-08,55.707999999999984,37.478,97749.02126605505,-0.5579633027522936,60.974000000000004
2023-03-09,55.707999999999984,37.477999999999994,97578.693003663,-0.3661721611721613,56.43053113553113
2023-03-10,55.70799999999998,37.478,98388.9675862069,0.30813067150635204,41.13929219600726
2023-03-11,55.707999999999984,37.477999999999994,98227.3189738806,-1.0584514925373134,58.51893656716418
2023-03-12,55.70799999999998,37.477999999999994,96892.02280075189,1.9519924812030076,71.73293233082707
2023-03-13,55.70799999999998,37.478,98843.61278310942,-1.376909788867562,55.295335892514395
2023-03-14,55.70799999999998,37.478,98684.5494475138,4.185966850828729,53.01779005524861
2023-03-15,55.707999999999984,37.478,98936.41241697417,7.749538745387454,45.497915129151295
2023-03-16,55.70799999999998,37.478,99157.07394785846,5.502532588454376,62.44376163873371
2023-03-17,55.707999999999984,37.478,100356.95103321032,8.870553505535055,32.2530627306273
2023-03-18,55.70799999999998,37.477999999999994,101057.13670454545,8.295700757575757,24.318787878787877
